AIRPORT_NAME,STATE,COUNTRY,MONTH_x,AIRPORT_SPIKE,COVID_MONTH,COVID_SPIKE
"Pittsburgh, PA: Pittsburgh International",PENNSYLVANIA,USA,2020-01,9013,2020-02,0.0
"Portland, ME: Portland International Jetport",MAINE,USA,2020-01,39,2020-02,0.0
"Portland, OR: Portland International",OREGON,USA,2020-01,61475,2020-02,0.0
"Providence, RI: Rhode Island Tf Green International",RHODE ISLAND,USA,2020-01,0,2020-02,0.0
"Provo, UT: Provo Municipal",UTAH,USA,2020-01,0,2020-02,0.0
"Pueblo, CO: Pueblo Memorial",COLORADO,USA,2020-01,0,2020-02,0.0
"Raleigh/Durham, NC: Raleigh-Durham International",NORTH CAROLINA,USA,2020-01,20109,2020-02,0.0
"Rapid City, SD: Rapid City Regional",SOUTH DAKOTA,USA,2020-01,0,2020-02,0.0
"Reno, NV: Reno/Tahoe International",NEVADA,USA,2020-01,6834,2020-02,5.0
"Richmond, VA: Richmond International",VIRGINIA,USA,2020-01,0,2020-02,0.0
"Rochester, MN: Rochester International",MINNESOTA,USA,2020-01,0,2020-02,0.0
"Rochester, NY: Frederick Douglass Grtr Rochester International",NEW YORK,USA,2020-01,0,2020-02,0.0
"Rockford, IL: Chicago/Rockford International",ILLINOIS,USA,2020-01,45,2020-02,0.0
"Sacramento, CA: Sacramento International",CALIFORNIA,USA,2020-01,32050,2020-02,252.0
"Salt Lake City, UT: Salt Lake City International",UTAH,USA,2020-01,81284,2020-02,0.0
"San Angelo, TX: San Angelo Regional/Mathis Field",TEXAS,USA,2020-01,0,2020-02,0.0
"San Antonio, TX: San Antonio International",TEXAS,USA,2020-01,41913,2020-02,0.0
"San Diego, CA: San Diego International",CALIFORNIA,USA,2020-01,82241,2020-02,107.0
"San Francisco, CA: San Francisco International",CALIFORNIA,USA,2020-01,1183527,2020-02,243.0
"San Jose, CA: Norman Y. Mineta San Jose International",CALIFORNIA,USA,2020-01,79120,2020-02,581.0
"Sanford, FL: Orlando Sanford International",FLORIDA,USA,2020-01,2252,2020-02,0.0
"Sarasota/Bradenton, FL: Sarasota/Bradenton International",FLORIDA,USA,2020-01,8006,2020-02,0.0
"Savannah, GA: Savannah/Hilton Head International",GEORGIA,USA,2020-01,334,2020-02,0.0
"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",NEBRASKA,USA,2020-01,0,2020-02,0.0
"Seattle, WA: Lake Union Terminal",WASHINGTON,USA,2020-01,845,2020-02,34.0
"Shreveport, LA: Shreveport Regional",LOUISIANA,USA,2020-01,30,2020-02,0.0
"Sioux Falls, SD: Joe Foss Field",SOUTH DAKOTA,USA,2020-01,0,2020-02,0.0
"South Bend, IN: South Bend International",INDIANA,USA,2020-01,0,2020-02,0.0
"Spokane, WA: Spokane International",WASHINGTON,USA,2020-01,62,2020-02,0.0
"St. Louis, MO: St Louis Lambert International",MISSOURI,USA,2020-01,19950,2020-02,0.0
"St. Petersburg, FL: St Pete Clearwater International",FLORIDA,USA,2020-01,1990,2020-02,0.0
"Syracuse, NY: Syracuse Hancock International",NEW YORK,USA,2020-01,0,2020-02,0.0
"Tallahassee, FL: Tallahassee International",FLORIDA,USA,2020-01,0,2020-02,0.0
"Tampa, FL: Tampa International",FLORIDA,USA,2020-01,95368,2020-02,0.0
"Toledo, OH: Eugene F Kranz Toledo Express",OHIO,USA,2020-01,0,2020-02,0.0
"Tucson, AZ: Tucson International",ARIZONA,USA,2020-01,169,2020-02,0.0
"Tullahoma, TN: Arnold AFB",TENNESSEE,USA,2020-01,0,2020-02,0.0
"Tulsa, OK: Tulsa International",OKLAHOMA,USA,2020-01,0,2020-02,0.0
"Twin Falls, ID: Joslin Field - Magic Valley Regional",IDAHO,USA,2020-01,0,2020-02,0.0
"Waco, TX: Waco Regional",TEXAS,USA,2020-01,0,2020-02,0.0
"Washington, DC: Ronald Reagan Washington National",DISTRICT OF COLUMBIA,USA,2020-01,25199,2020-02,0.0
"West Palm Beach/Palm Beach, FL: Palm Beach International",FLORIDA,USA,2020-01,20173,2020-02,0.0
"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",TEXAS,USA,2020-01,66,2020-02,0.0
"Wichita, KS: Wichita Dwight D Eisenhower National",KANSAS,USA,2020-01,0,2020-02,0.0
"Wilmington, NC: Wilmington International",NORTH CAROLINA,USA,2020-01,176,2020-02,0.0
"Yakima, WA: Yakima Air Terminal/McAllister Field",WASHINGTON,USA,2020-01,0,2020-02,0.0
"Yuma, AZ: Yuma MCAS/Yuma International",ARIZONA,USA,2020-01,0,2020-02,48.0
"Abilene, TX: Abilene Regional",TEXAS,USA,2020-02,0,2020-03,48.0
"Akron, OH: Akron-Canton Regional",OHIO,USA,2020-02,0,2020-03,2297.0
"Albany, NY: Albany International",NEW YORK,USA,2020-02,217,2020-03,9870.0
"Albuquerque, NM: Albuquerque International Sunport",NEW MEXICO,USA,2020-02,0,2020-03,1568.0
"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",PENNSYLVANIA,USA,2020-02,0,2020-03,4509.0
"Amarillo, TX: Rick Husband Amarillo International",TEXAS,USA,2020-02,0,2020-03,148.0
"Atlanta, GA: Hartsfield-Jackson Atlanta International",GEORGIA,USA,2020-02,855956,2020-03,5642.0
"Atlantic City, NJ: Atlantic City International",NEW JERSEY,USA,2020-02,0,2020-03,229.0
"Augusta, GA: Augusta Regional at Bush Field",GEORGIA,USA,2020-02,0,2020-03,942.0
"Austin, TX: Austin - Bergstrom International",TEXAS,USA,2020-02,25406,2020-03,1761.0
"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",MARYLAND,USA,2020-02,84298,2020-03,2977.0
"Bangor, ME: Bangor International",MAINE,USA,2020-02,375,2020-03,89.0
"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",LOUISIANA,USA,2020-02,0,2020-03,93.0
"Bellingham, WA: Bellingham International",WASHINGTON,USA,2020-02,0,2020-03,1817.0
"Bend/Redmond, OR: Roberts Field",OREGON,USA,2020-02,0,2020-03,444.0
"Billings, MT: Billings Logan International",MONTANA,USA,2020-02,0,2020-03,301.0
"Birmingham, AL: Birmingham-Shuttlesworth International",ALABAMA,USA,2020-02,0,2020-03,1027.0
"Bismarck/Mandan, ND: Bismarck Municipal",NORTH DAKOTA,USA,2020-02,0,2020-03,412.0
"Boise, ID: Boise Air Terminal",IDAHO,USA,2020-02,45,2020-03,1050.0
"Boston, MA: Logan International",MASSACHUSETTS,USA,2020-02,447161,2020-03,16590.0
"Bozeman, MT: Bozeman Yellowstone International",MONTANA,USA,2020-02,0,2020-03,539.0
"Bristol/Johnson City/Kingsport, TN: Tri Cities",TENNESSEE,USA,2020-02,0,2020-03,461.0
"Brownsville, TX: Brownsville South Padre Island International",TEXAS,USA,2020-02,0,2020-03,122.0
"Buffalo, NY: Buffalo Niagara International",NEW YORK,USA,2020-02,1175,2020-03,2349.0
"Burbank, CA: Bob Hope",CALIFORNIA,USA,2020-02,0,2020-03,2252.0
"Burlington, VT: Burlington International",VERMONT,USA,2020-02,78,2020-03,1178.0
"Camp Springs, MD: Joint Base Andrews",MARYLAND,USA,2020-02,0,2020-03,2253.0
"Casper, WY: Casper/Natrona County International",WYOMING,USA,2020-02,74,2020-03,118.0
"Cedar Rapids/Iowa City, IA: The Eastern Iowa",IOWA,USA,2020-02,0,2020-03,540.0
"Charleston, SC: Charleston AFB/International",SOUTH CAROLINA,USA,2020-02,223,2020-03,1002.0
"Charlotte, NC: Charlotte Douglas International",NORTH CAROLINA,USA,2020-02,263021,2020-03,4764.0
"Chattanooga, TN: Lovell Field",TENNESSEE,USA,2020-02,0,2020-03,430.0
"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",WYOMING,USA,2020-02,0,2020-03,849.0
"Chicago, IL: Chicago Midway International",ILLINOIS,USA,2020-02,39659,2020-03,31011.0
"Cincinnati, OH: Cincinnati/Northern Kentucky International",OHIO,USA,2020-02,15668,2020-03,1096.0
"Cleveland, OH: Cleveland-Hopkins International",OHIO,USA,2020-02,13567,2020-03,4447.0
"College Station/Bryan, TX: Easterwood Field",TEXAS,USA,2020-02,0,2020-03,386.0
"Colorado Springs, CO: City of Colorado Springs Municipal",COLORADO,USA,2020-02,0,2020-03,142.0
"Columbia, SC: Columbia Metropolitan",SOUTH CAROLINA,USA,2020-02,0,2020-03,2421.0
"Columbus, GA: Columbus Airport",GEORGIA,USA,2020-02,0,2020-03,2972.0
"Columbus, OH: John Glenn Columbus International",OHIO,USA,2020-02,7063,2020-03,1860.0
"Corpus Christi, TX: Corpus Christi International",TEXAS,USA,2020-02,0,2020-03,175.0
"Dallas/Fort Worth, TX: Dallas/Fort Worth International",TEXAS,USA,2020-02,593693,2020-03,5976.0
"Dayton, OH: James M Cox/Dayton International",OHIO,USA,2020-02,0,2020-03,1048.0
"Daytona Beach, FL: Daytona Beach International",FLORIDA,USA,2020-02,1197,2020-03,93.0
"Denver, CO: Denver International",COLORADO,USA,2020-02,245778,2020-03,6686.0
"Des Moines, IA: Des Moines International",IOWA,USA,2020-02,0,2020-03,558.0
"Detroit, MI: Detroit Metro Wayne County",MICHIGAN,USA,2020-02,222297,2020-03,34752.0
"Duluth, MN: Duluth International",MINNESOTA,USA,2020-02,148,2020-03,49.0
"El Paso, TX: El Paso International",TEXAS,USA,2020-02,1711,2020-03,296.0
"Erie, PA: Erie International/Tom Ridge Field",PENNSYLVANIA,USA,2020-02,0,2020-03,74.0
"Everett, WA: Snohomish County",WASHINGTON,USA,2020-02,0,2020-03,11995.0
"Fargo, ND: Hector International",NORTH DAKOTA,USA,2020-02,0,2020-03,220.0
"Flint, MI: Bishop International",MICHIGAN,USA,2020-02,0,2020-03,1728.0
"Fort Lauderdale, FL: Fort Lauderdale Executive",FLORIDA,USA,2020-02,1226,2020-03,7234.0
"Fort Myers, FL: Southwest Florida International",FLORIDA,USA,2020-02,50089,2020-03,2163.0
"Fort Smith, AR: Fort Smith Regional",ARKANSAS,USA,2020-02,0,2020-03,762.0
"Fresno, CA: Fresno Yosemite International",CALIFORNIA,USA,2020-02,19324,2020-03,5635.0
"Gary, IN: Gary/Chicago International",INDIANA,USA,2020-02,0,2020-03,321.0
"Grand Forks, ND: Grand Forks International",NORTH DAKOTA,USA,2020-02,0,2020-03,14.0
"Grand Junction, CO: Grand Junction Regional",COLORADO,USA,2020-02,0,2020-03,947.0
"Grand Rapids, MI: Gerald R. Ford International",MICHIGAN,USA,2020-02,0,2020-03,1048.0
"Great Falls, MT: Great Falls International",MONTANA,USA,2020-02,0,2020-03,162.0
"Green Bay, WI: Green Bay Austin Straubel International",WISCONSIN,USA,2020-02,0,2020-03,409.0
"Harlingen/San Benito, TX: Valley International",TEXAS,USA,2020-02,0,2020-03,8.0
"Harrisburg, PA: Harrisburg International",PENNSYLVANIA,USA,2020-02,48,2020-03,1998.0
"Hayden, CO: Yampa Valley",COLORADO,USA,2020-02,0,2020-03,2364.0
"Hays, KS: Hays Regional",KANSAS,USA,2020-02,0,2020-03,10.0
"Houston, TX: George Bush Intercontinental/Houston",TEXAS,USA,2020-02,758082,2020-03,4684.0
"Huntsville, AL: Huntsville International-Carl T Jones Field",ALABAMA,USA,2020-02,0,2020-03,1172.0
"Idaho Falls, ID: Idaho Falls Regional",IDAHO,USA,2020-02,0,2020-03,151.0
"Indianapolis, IN: Indianapolis International",INDIANA,USA,2020-02,11505,2020-03,5890.0
"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",MISSISSIPPI,USA,2020-02,0,2020-03,1588.0
"Jacksonville, FL: Jacksonville International",FLORIDA,USA,2020-02,109,2020-03,2254.0
"Kalamazoo, MI: Kalamazoo/Battle Creek International",MICHIGAN,USA,2020-02,0,2020-03,214.0
"Kalispell, MT: Glacier Park International",MONTANA,USA,2020-02,0,2020-03,182.0
"Kanab, UT: Kanab Municipal",UTAH,USA,2020-02,0,2020-03,23.0
"Kansas City, MO: Kansas City International",MISSOURI,USA,2020-02,6438,2020-03,4132.0
"Killeen, TX: Robert Gray AAF",TEXAS,USA,2020-02,0,2020-03,217.0
"Knoxville, TN: McGhee Tyson",TENNESSEE,USA,2020-02,0,2020-03,640.0
"Lafayette, IN: Purdue University",INDIANA,USA,2020-02,0,2020-03,256.0
"Lake Charles, LA: Lake Charles Regional",LOUISIANA,USA,2020-02,0,2020-03,0.0
"Laredo, TX: Laredo International",TEXAS,USA,2020-02,0,2020-03,171.0
"Las Vegas, NV: Harry Reid International",NEVADA,USA,2020-02,235295,2020-03,4780.0
"Lexington, KY: Blue Grass",KENTUCKY,USA,2020-02,0,2020-03,636.0
"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",ARKANSAS,USA,2020-02,0,2020-03,2165.0
"Longview, TX: East Texas Regional",TEXAS,USA,2020-02,0,2020-03,337.0
"Los Angeles, CA: Los Angeles International",CALIFORNIA,USA,2020-02,1497989,2020-03,68826.0
"Louisville, KY: Louisville Muhammad Ali International",KENTUCKY,USA,2020-02,0,2020-03,1579.0
"Lubbock, TX: Lubbock Preston Smith International",TEXAS,USA,2020-02,0,2020-03,370.0
"Madison, WI: Dane County Regional-Truax Field",WISCONSIN,USA,2020-02,0,2020-03,2105.0
"Manchester, NH: Manchester Boston Regional",NEW HAMPSHIRE,USA,2020-02,46,2020-03,1664.0
"Marietta, GA: Dobbins ARB",GEORGIA,USA,2020-02,0,2020-03,5551.0
"Melbourne, FL: Melbourne Orlando International",FLORIDA,USA,2020-02,0,2020-03,381.0
"Memphis, TN: Memphis International",TENNESSEE,USA,2020-02,1656,2020-03,4150.0
"Miami, FL: Miami International",FLORIDA,USA,2020-02,1778256,2020-03,9865.0
"Midland/Odessa, TX: Midland International Air and Space Port",TEXAS,USA,2020-02,0,2020-03,127.0
"Milwaukee, WI: General Mitchell International",WISCONSIN,USA,2020-02,3758,2020-03,7056.0
"Minneapolis, MN: Minneapolis-St Paul International",MINNESOTA,USA,2020-02,295695,2020-03,3118.0
"Minot, ND: Minot International",NORTH DAKOTA,USA,2020-02,0,2020-03,91.0
"Mission/McAllen/Edinburg, TX: McAllen Miller International",TEXAS,USA,2020-02,0,2020-03,145.0
"Mobile, AL: Mobile Regional",ALABAMA,USA,2020-02,0,2020-03,545.0
"Moline, IL: Quad Cities International",ILLINOIS,USA,2020-02,0,2020-03,229.0
"Montgomery, AL: Montgomery Regional",ALABAMA,USA,2020-02,0,2020-03,2483.0
"Myrtle Beach, SC: Myrtle Beach International",SOUTH CAROLINA,USA,2020-02,0,2020-03,467.0
"Nashville, TN: Nashville International",TENNESSEE,USA,2020-02,19291,2020-03,4862.0
"New Orleans, LA: Louis Armstrong New Orleans International",LOUISIANA,USA,2020-02,18920,2020-03,595.0
"New York, NY: John F. Kennedy International",NEW YORK,USA,2020-02,2104589,2020-03,394856.0
"Newark, NJ: Newark Liberty International",NEW JERSEY,USA,2020-02,903737,2020-03,65363.0
"Niagara Falls, NY: Niagara Falls International",NEW YORK,USA,2020-02,0,2020-03,240.0
"Norfolk, VA: Norfolk International",VIRGINIA,USA,2020-02,460,2020-03,170.0
"North Platte, NE: North Platte Regional Airport Lee Bird Field",NEBRASKA,USA,2020-02,0,2020-03,93.0
"Oakland, CA: Metro Oakland International",CALIFORNIA,USA,2020-02,25832,2020-03,16040.0
"Oklahoma City, OK: Will Rogers World",OKLAHOMA,USA,2020-02,0,2020-03,1631.0
"Omaha, NE: Eppley Airfield",NEBRASKA,USA,2020-02,0,2020-03,907.0
"Ontario, CA: Ontario International",CALIFORNIA,USA,2020-02,20695,2020-03,16407.0
"Orlando, FL: Orlando International",FLORIDA,USA,2020-02,511621,2020-03,2415.0
"Palm Springs, CA: Palm Springs International",CALIFORNIA,USA,2020-02,66994,2020-03,32.0
"Pasco/Kennewick/Richland, WA: Tri Cities",WASHINGTON,USA,2020-02,50,2020-03,564.0
"Pensacola, FL: Pensacola International",FLORIDA,USA,2020-02,0,2020-03,803.0
"Peoria, IL: General Downing - Peoria International",ILLINOIS,USA,2020-02,0,2020-03,522.0
"Philadelphia, PA: Philadelphia International",PENNSYLVANIA,USA,2020-02,199958,2020-03,13359.0
"Phoenix, AZ: Phoenix Sky Harbor International",ARIZONA,USA,2020-02,188899,2020-03,5513.0
"Pittsburgh, PA: Pittsburgh International",PENNSYLVANIA,USA,2020-02,11437,2020-03,7576.0
"Portland, ME: Portland International Jetport",MAINE,USA,2020-02,60,2020-03,285.0
"Portland, OR: Portland International",OREGON,USA,2020-02,54908,2020-03,1246.0
"Providence, RI: Rhode Island Tf Green International",RHODE ISLAND,USA,2020-02,0,2020-03,9644.0
"Provo, UT: Provo Municipal",UTAH,USA,2020-02,0,2020-03,622.0
"Pueblo, CO: Pueblo Memorial",COLORADO,USA,2020-02,0,2020-03,158.0
"Raleigh/Durham, NC: Raleigh-Durham International",NORTH CAROLINA,USA,2020-02,16598,2020-03,3478.0
"Rapid City, SD: Rapid City Regional",SOUTH DAKOTA,USA,2020-02,0,2020-03,57.0
"Reno, NV: Reno/Tahoe International",NEVADA,USA,2020-02,4359,2020-03,1280.0
"Richmond, VA: Richmond International",VIRGINIA,USA,2020-02,0,2020-03,862.0
"Rochester, MN: Rochester International",MINNESOTA,USA,2020-02,0,2020-03,1130.0
"Rochester, NY: Frederick Douglass Grtr Rochester International",NEW YORK,USA,2020-02,0,2020-03,2029.0
"Rockford, IL: Chicago/Rockford International",ILLINOIS,USA,2020-02,0,2020-03,747.0
"Sacramento, CA: Sacramento International",CALIFORNIA,USA,2020-02,23629,2020-03,13696.0
"Salt Lake City, UT: Salt Lake City International",UTAH,USA,2020-02,75886,2020-03,3369.0
"San Angelo, TX: San Angelo Regional/Mathis Field",TEXAS,USA,2020-02,0,2020-03,23.0
"San Antonio, TX: San Antonio International",TEXAS,USA,2020-02,9646,2020-03,1228.0
"San Diego, CA: San Diego International",CALIFORNIA,USA,2020-02,76972,2020-03,17909.0
"San Francisco, CA: San Francisco International",CALIFORNIA,USA,2020-02,840316,2020-03,13083.0
"San Jose, CA: Norman Y. Mineta San Jose International",CALIFORNIA,USA,2020-02,56201,2020-03,23241.0
"Sanford, FL: Orlando Sanford International",FLORIDA,USA,2020-02,1865,2020-03,1360.0
"Sarasota/Bradenton, FL: Sarasota/Bradenton International",FLORIDA,USA,2020-02,9744,2020-03,836.0
"Savannah, GA: Savannah/Hilton Head International",GEORGIA,USA,2020-02,432,2020-03,754.0
"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",NEBRASKA,USA,2020-02,0,2020-03,41.0
"Seattle, WA: Lake Union Terminal",WASHINGTON,USA,2020-02,872,2020-03,27116.0
"Shreveport, LA: Shreveport Regional",LOUISIANA,USA,2020-02,0,2020-03,34.0
"Sioux Falls, SD: Joe Foss Field",SOUTH DAKOTA,USA,2020-02,0,2020-03,605.0
"South Bend, IN: South Bend International",INDIANA,USA,2020-02,0,2020-03,909.0
"Spokane, WA: Spokane International",WASHINGTON,USA,2020-02,0,2020-03,1124.0
"St. Louis, MO: St Louis Lambert International",MISSOURI,USA,2020-02,20638,2020-03,8842.0
"St. Petersburg, FL: St Pete Clearwater International",FLORIDA,USA,2020-02,2851,2020-03,952.0
"Syracuse, NY: Syracuse Hancock International",NEW YORK,USA,2020-02,0,2020-03,2644.0
"Tallahassee, FL: Tallahassee International",FLORIDA,USA,2020-02,0,2020-03,987.0
"Tampa, FL: Tampa International",FLORIDA,USA,2020-02,107104,2020-03,2410.0
"Toledo, OH: Eugene F Kranz Toledo Express",OHIO,USA,2020-02,0,2020-03,950.0
"Tucson, AZ: Tucson International",ARIZONA,USA,2020-02,0,2020-03,1172.0
"Tullahoma, TN: Arnold AFB",TENNESSEE,USA,2020-02,0,2020-03,315.0
"Tulsa, OK: Tulsa International",OKLAHOMA,USA,2020-02,196,2020-03,855.0
"Twin Falls, ID: Joslin Field - Magic Valley Regional",IDAHO,USA,2020-02,0,2020-03,1013.0
"Waco, TX: Waco Regional",TEXAS,USA,2020-02,35,2020-03,300.0
"Washington, DC: Ronald Reagan Washington National",DISTRICT OF COLUMBIA,USA,2020-02,23433,2020-03,6763.0
"West Palm Beach/Palm Beach, FL: Palm Beach International",FLORIDA,USA,2020-02,23165,2020-03,3056.0
"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",TEXAS,USA,2020-02,0,2020-03,254.0
"Wichita, KS: Wichita Dwight D Eisenhower National",KANSAS,USA,2020-02,0,2020-03,493.0
"Wilmington, NC: Wilmington International",NORTH CAROLINA,USA,2020-02,0,2020-03,377.0
"Yakima, WA: Yakima Air Terminal/McAllister Field",WASHINGTON,USA,2020-02,0,2020-03,1169.0
"Yuma, AZ: Yuma MCAS/Yuma International",ARIZONA,USA,2020-02,0,2020-03,1045.0
"Abilene, TX: Abilene Regional",TEXAS,USA,2020-03,0,2020-04,3485.0
"Akron, OH: Akron-Canton Regional",OHIO,USA,2020-03,0,2020-04,48693.0
"Albany, NY: Albany International",NEW YORK,USA,2020-03,0,2020-04,154014.0
"Albuquerque, NM: Albuquerque International Sunport",NEW MEXICO,USA,2020-03,154,2020-04,37693.0
"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",PENNSYLVANIA,USA,2020-03,0,2020-04,215030.0
"Amarillo, TX: Rick Husband Amarillo International",TEXAS,USA,2020-03,0,2020-04,15354.0
"Atlanta, GA: Hartsfield-Jackson Atlanta International",GEORGIA,USA,2020-03,512457,2020-04,102378.0
"Atlantic City, NJ: Atlantic City International",NEW JERSEY,USA,2020-03,0,2020-04,16479.0
"Augusta, GA: Augusta Regional at Bush Field",GEORGIA,USA,2020-03,0,2020-04,19282.0
"Austin, TX: Austin - Bergstrom International",TEXAS,USA,2020-03,19889,2020-04,36548.0
"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",MARYLAND,USA,2020-03,52769,2020-04,100843.0
"Bangor, ME: Bangor International",MAINE,USA,2020-03,1076,2020-04,2131.0
"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",LOUISIANA,USA,2020-03,0,2020-04,1917.0
"Bellingham, WA: Bellingham International",WASHINGTON,USA,2020-03,0,2020-04,14019.0
"Bend/Redmond, OR: Roberts Field",OREGON,USA,2020-03,0,2020-04,4553.0
"Billings, MT: Billings Logan International",MONTANA,USA,2020-03,0,2020-04,2263.0
"Birmingham, AL: Birmingham-Shuttlesworth International",ALABAMA,USA,2020-03,0,2020-04,18352.0
"Bismarck/Mandan, ND: Bismarck Municipal",NORTH DAKOTA,USA,2020-03,0,2020-04,2473.0
"Boise, ID: Boise Air Terminal",IDAHO,USA,2020-03,0,2020-04,22166.0
"Boston, MA: Logan International",MASSACHUSETTS,USA,2020-03,244992,2020-04,503386.0
"Bozeman, MT: Bozeman Yellowstone International",MONTANA,USA,2020-03,0,2020-04,4455.0
"Bristol/Johnson City/Kingsport, TN: Tri Cities",TENNESSEE,USA,2020-03,0,2020-04,9114.0
"Brownsville, TX: Brownsville South Padre Island International",TEXAS,USA,2020-03,0,2020-04,6745.0
"Buffalo, NY: Buffalo Niagara International",NEW YORK,USA,2020-03,0,2020-04,57413.0
"Burbank, CA: Bob Hope",CALIFORNIA,USA,2020-03,0,2020-04,21716.0
"Burlington, VT: Burlington International",VERMONT,USA,2020-03,35,2020-04,17128.0
"Camp Springs, MD: Joint Base Andrews",MARYLAND,USA,2020-03,0,2020-04,107719.0
"Casper, WY: Casper/Natrona County International",WYOMING,USA,2020-03,0,2020-04,1805.0
"Cedar Rapids/Iowa City, IA: The Eastern Iowa",IOWA,USA,2020-03,0,2020-04,24756.0
"Charleston, SC: Charleston AFB/International",SOUTH CAROLINA,USA,2020-03,0,2020-04,16524.0
"Charlotte, NC: Charlotte Douglas International",NORTH CAROLINA,USA,2020-03,153625,2020-04,83726.0
"Chattanooga, TN: Lovell Field",TENNESSEE,USA,2020-03,0,2020-04,15901.0
"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",WYOMING,USA,2020-03,0,2020-04,8648.0
"Chicago, IL: Chicago Midway International",ILLINOIS,USA,2020-03,29082,2020-04,743810.0
"Cincinnati, OH: Cincinnati/Northern Kentucky International",OHIO,USA,2020-03,8052,2020-04,32322.0
"Cleveland, OH: Cleveland-Hopkins International",OHIO,USA,2020-03,8602,2020-04,54327.0
"College Station/Bryan, TX: Easterwood Field",TEXAS,USA,2020-03,0,2020-04,10717.0
